<SESSION>
<VERSION>
2
<\VERSION>
<DATE>
2017-08-15 10:07:19
<\DATE>
<SUBJECT-ID>
c57-1mois-M2-4.5r
<\SUBJECT-ID>
<NOTE>

<\NOTE>
<MIN-MAX-PLOT>
0.100000 51880.761719
<\MIN-MAX-PLOT>
<STIMULUS-DEFINED>
Default
Default Human Relative Spectral Sensitivity
1	0
1	0.500000	0.500000	17.000000	1	1	4.500000	-100.000000	0.100000	-100.000000	0
<\STIMULUS-DEFINED>
<STIMULUS-GENERATED>
4
0	0	0.000000	1	0.000000	0.000000	1	0.000000	0.000000
0	1	0.509000	1	129.044220	31625.173828	1	0.000000	0.000000
0	4	1.019000	1	0.000000	0.000000	1	0.000000	0.000000
-1	5	18.028000	0	0.000000	0.000000	0	0.000000	0.000000
<\STIMULUS-GENERATED>
<RIGHT-PUPIL-DATA>
543	1
1	-0.051000	1.260145	331.506195	304.493805
1	-0.020000	1.264638	330.062500	304.437500
1	0.012000	1.298551	328.000000	303.000000
1	0.043000	1.263768	329.250000	303.750000
1	0.074000	1.266667	329.200012	304.375000
1	0.105000	1.266812	329.156250	304.656250
1	0.136000	1.267246	329.225006	306.149994
0	0.183000	1.669565	336.000000	307.000000
1	0.214000	1.298551	332.000000	307.000000
1	0.246000	1.283334	329.968719	305.206268
1	0.277000	1.309710	329.568756	304.818756
1	0.308000	1.274058	329.306244	303.693756
1	0.339000	1.291884	329.562500	303.937500
1	0.370000	1.298840	329.212494	303.787506
1	0.402000	1.309275	329.312500	304.312500
1	0.448000	1.272754	330.287506	305.162506
1	0.480000	1.298551	328.000000	303.000000
1	0.511000	1.298551	332.000000	307.000000
1	0.542000	1.288116	331.149994	306.149994
1	0.573000	1.298551	332.000000	307.000000
1	0.604000	1.291159	330.906250	305.918762
1	0.636000	1.205797	328.000000	307.000000
1	0.682000	1.298551	329.500000	306.500000
1	0.714000	1.296667	329.681244	305.818756
1	0.745000	1.283188	330.187500	306.000000
1	0.776000	1.278261	330.062500	305.937500
1	0.807000	1.249420	330.343750	306.531250
1	0.838000	1.177681	330.687500	307.625000
1	0.870000	1.138116	329.568756	306.131256
1	0.916000	1.133333	330.750000	307.750000
1	0.948000	1.103188	330.100006	307.199982
1	0.979000	1.043478	329.812500	307.562500
1	1.010000	1.044493	329.543732	307.993744
1	1.041000	1.055072	330.000000	308.000000
1	1.072000	0.972899	330.118744	307.993744
1	1.104000	0.967971	330.156250	308.081238
1	1.135000	0.926667	330.674988	308.562500
1	1.182000	0.898406	330.531250	308.956238
1	1.213000	0.921159	331.237488	309.250000
1	1.244000	0.851015	330.837494	309.725006
1	1.275000	0.811594	330.000000	309.000000
1	1.306000	0.800000	328.250000	308.750000
1	1.338000	0.794493	329.274994	309.024994
1	1.369000	0.738406	327.643738	308.643738
0	1.416000	0.712464	327.250000	307.125000
1	1.447000	0.782609	329.000000	309.000000
0	1.478000	0.712464	328.875000	309.125000
0	1.509000	0.742029	332.000000	311.000000
1	1.540000	0.759855	329.431244	310.431244
1	1.572000	0.725217	328.799957	309.725006
0	1.603000	0.370725	362.287506	325.600006
1	1.650000	0.718986	328.656250	309.656250
1	1.681000	0.741739	328.674988	309.412476
0	1.712000	0.600580	330.625000	308.375000
1	1.743000	0.722899	328.350006	308.975006
0	1.774000	0.695652	329.000000	310.000000
1	1.806000	0.707246	329.000000	310.000000
0	1.837000	0.347826	364.481262	327.156250
1	1.868000	0.695652	330.250000	309.250000
0	1.915000	0.448406	333.437500	310.250000
1	1.946000	0.679420	328.725006	308.725006
1	1.977000	0.684058	328.875000	308.625000
0	2.008000	0.486957	332.500000	310.500000
0	2.040000	0.398841	333.225006	312.225006
0	2.071000	0.347826	358.843750	328.981262
1	2.102000	0.653333	328.600006	310.100006
0	2.149000	0.474638	334.206238	311.093750
1	2.180000	0.678261	329.500000	310.000000
0	2.211000	0.455362	334.649994	312.649994
0	2.242000	0.555942	333.000000	310.500000
1	2.274000	0.673333	328.812500	310.312500
0	2.305000	0.361594	361.018738	327.743713
1	2.336000	0.556232	332.912506	311.024994
0	2.383000	0.457536	328.381256	306.368744
1	2.414000	0.662319	329.737488	310.512512
1	2.445000	0.667246	331.099945	311.237518
1	2.476000	0.648551	329.581268	311.068756
0	2.508000	0.347826	361.518616	325.568604
0	2.539000	0.386377	336.250000	313.637512
0	2.570000	0.661449	330.800049	310.250000
0	2.601000	0.620725	329.193756	309.556244
0	2.648000	0.347826	364.181244	318.493744
1	2.679000	0.690290	330.568756	309.431244
0	2.710000	0.448116	335.499878	311.787598
1	2.742000	0.680290	330.462433	309.574921
1	2.773000	0.703333	331.131256	310.756256
0	2.804000	0.504928	335.625000	312.000000
0	2.835000	0.529710	334.606262	311.106262
0	2.866000	0.607101	328.531250	309.281250
1	2.913000	0.649420	329.106262	309.393738
0	2.944000	0.382609	363.250000	319.750000
0	2.976000	0.550725	332.825012	310.625000
0	3.007000	0.347826	355.018738	331.518738
1	3.038000	0.698551	329.000000	310.000000
0	3.069000	0.487681	361.018738	327.268738
1	3.100000	0.423333	335.968750	315.156250
0	3.147000	0.466377	335.274994	315.212494
1	3.178000	0.722319	331.375000	312.812500
1	3.210000	0.429420	336.056244	315.681244
0	3.241000	0.392319	363.481262	322.681213
0	3.272000	0.424928	335.649994	315.287506
1	3.303000	0.695072	329.000000	311.500000
0	3.334000	0.428841	335.343750	315.656250
1	3.381000	0.740725	329.843750	310.706238
0	3.412000	0.382609	361.000000	330.000000
0	3.444000	0.347826	362.568390	323.830719
1	3.475000	0.446232	328.406250	305.406250
0	3.506000	0.347826	360.831543	331.680847
1	3.537000	0.421884	336.256256	313.881256
1	3.568000	0.792464	330.337494	309.975006
1	3.600000	0.670725	328.350006	308.350006
1	3.646000	0.781449	330.149994	309.024994
0	3.678000	0.348406	357.968506	322.368408
1	3.709000	0.782609	330.000000	308.500000
1	3.740000	0.776812	330.862488	308.750000
0	3.771000	0.347826	361.493744	317.981232
1	3.802000	0.758696	330.687500	308.437500
0	3.834000	0.609275	335.187500	309.500000
0	3.880000	1.546232	351.718750	306.718750
